query,gold_answer,pred_answer,answer_type,file_name,rerank_scores,clause_type,retrieval_time_ms,generation_time_ms,total_time_ms,hit@1,mrr@1,recall@1,precision@1,hit@3,mrr@3,recall@3,precision@3,hit@5,mrr@5,recall@5,precision@5,hit@10,mrr@10,recall@10,precision@10,f1,precision,recall,exact_match,simple_context_coverage,simple_answer_context_overlap,simple_ground_truth_coverage
"What is the Warranty Duration in this agreement? Answer with a number and unit, such as '3 years' or '12 months'.",No,Answer: The agreement does not specify a Warranty Duration.,boolean,SUNTRONCORP_05_17_2006-EX-10.22-MAINTENANCE AGREEMENT.PDF,"[0.2822265625, 0.0723876953125, 0.06097412109375, 0.060760498046875, 0.04132080078125, 0.03033447265625, 0.029083251953125, 0.029083251953125, 0.029083251953125, 0.029083251953125]",Warranty Duration,1078.1350135803223,162.0960235595703,1240.262746810913,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.016483516483516484,0.0
Does this agreement include any 'Unlimited/All-You-Can-Eat-License' clause? Answer strictly with 'Yes' or 'No'.,No,No,boolean,ACCELERATEDTECHNOLOGIESHOLDINGCORP_04_24_2003-EX-10.13-JOINT VENTURE AGREEMENT.PDF,"[0.18359375, 0.18359375, 0.18359375, 0.18359375, 0.18359375, 0.18359375, 0.18359375, 0.18359375, 0.18359375, 0.18359375]",Unlimited/All-You-Can-Eat-License,752.3608207702637,29.994964599609375,782.3760509490967,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
Does this agreement include any 'Affiliate License-Licensor' clause? Answer strictly with 'Yes' or 'No'.,No,No,boolean,LegacyEducationAllianceInc_20200330_10-K_EX-10.18_12090678_EX-10.18_Development Agreement.pdf,"[0.75341796875, 0.257568359375, 0.1666259765625, 0.1666259765625, 0.1666259765625, 0.1666259765625, 0.1666259765625, 0.1666259765625, 0.1666259765625, 0.1571044921875]",Affiliate License-Licensor,1040.3175354003906,39.043426513671875,1079.413652420044,0,0.0,0.0,0.0,1,0.3333333333333333,1.0,0.3333333333333333,1,0.3333333333333333,1.0,0.2,1,0.3333333333333333,1.0,0.1,1.0,1.0,1.0,1.0,0.0,0.0,0.0
"What is the Warranty Duration in this agreement? Answer with a number and unit, such as '3 years' or '12 months'.",No,"The contract does not mention a ""Warranty Duration."" The only duration specified is the term of the agreement, which is five (5) years. However, since the question asks specifically for the ""Warranty Duration,"" and no warranty period is outlined, there is no applicable warranty duration.",boolean,RISEEDUCATIONCAYMANLTD_04_17_2020-EX-4.23-SERVICE AGREEMENT.PDF,"[0.056243896484375, 0.044677734375, 0.041778564453125, 0.0384521484375, 0.034759521484375, 0.029083251953125, 0.029083251953125, 0.029083251953125, 0.029083251953125, 0.029083251953125]",Warranty Duration,816.4241313934326,625.4124641418457,1441.8630599975586,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.04347826086956522,0.022222222222222223,1.0,0.0,0.3,0.1702127659574468,0.0
Does this agreement include any 'Most Favored Nation' clause? Answer strictly with 'Yes' or 'No'.,No,No,boolean,MERITLIFEINSURANCECO_06_19_2020-EX-10.(XIV)-MASTER SERVICES AGREEMENT.PDF,"[0.473876953125, 0.1943359375, 0.1943359375, 0.1943359375, 0.1943359375, 0.1943359375, 0.1943359375, 0.1943359375, 0.1943359375, 0.1943359375]",Most Favored Nation,877.7866363525391,32.649993896484375,910.4623794555664,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
What is the Agreement Date of this agreement? Answer strictly in the format mm/dd/yyyy.,6/29/06,06/29/2006,date,PRIMEENERGYRESOURCESCORP_04_02_2007-EX-10.28-COMPLETION AND LIQUIDITY MAINTENANCE AGREEMENT.PDF,"[0.21337890625, 0.21337890625, 0.10595703125, 0.09332275390625, 0.09332275390625, 0.09332275390625, 0.09332275390625, 0.09332275390625, 0.09332275390625, 0.09332275390625]",Agreement Date,508.1818103790283,123.9006519317627,632.1320533752441,1,1.0,1.0,1.0,1,1.0,1.0,0.3333333333333333,1,1.0,1.0,0.2,1,1.0,1.0,0.1,,,,0.0,0.6666666666666666,0.26666666666666666,0.3333333333333333
Does this agreement include any 'Cap On Liability' clause? Answer strictly with 'Yes' or 'No'.,No,No,boolean,"SightLife Surgical, Inc. - STRATEGIC SALES & MARKETING AGREEMENT.PDF","[0.1943359375, 0.1943359375, 0.1943359375, 0.1943359375, 0.1943359375, 0.1943359375, 0.1943359375, 0.1943359375, 0.1943359375, 0.1943359375]",Cap On Liability,773.7042903900146,28.521060943603516,802.2489547729492,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0.25,1.0,0.2,1,0.25,1.0,0.1,1.0,1.0,1.0,1.0,0.0,0.0,0.0
What is the Agreement Date of this agreement? Answer strictly in the format mm/dd/yyyy.,7/1/17,07/01/2017,date,BellringBrandsInc_20190920_S-1_EX-10.12_11817081_EX-10.12_Manufacturing Agreement1.pdf,"[0.24072265625, 0.1044921875, 0.09332275390625, 0.09332275390625, 0.09332275390625, 0.09332275390625, 0.09332275390625, 0.09332275390625, 0.09332275390625, 0.09332275390625]",Agreement Date,881.1397552490234,123.75640869140625,1004.9431324005127,1,1.0,1.0,1.0,1,1.0,1.0,0.3333333333333333,1,1.0,1.0,0.2,1,1.0,1.0,0.1,,,,0.0,0.3333333333333333,0.2,0.0
Does this agreement include any 'Minimum Commitment' clause? Answer strictly with 'Yes' or 'No'.,Yes,No,boolean,DigitalCinemaDestinationsCorp_20111220_S-1_EX-10.10_7346719_EX-10.10_Affiliate Agreement.pdf,"[0.312255859375, 0.26416015625, 0.26416015625, 0.1859130859375, 0.1859130859375, 0.18359375, 0.18359375, 0.1412353515625, 0.1317138671875, 0.1312255859375]",Minimum Commitment,988.7793064117432,61.00749969482422,1049.835205078125,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0.1111111111111111,0.3333333333333333,0.1,0.0,0.0,0.0,0.0,1.0,0.0024630541871921183,0.0
What is the Document Name in this agreement?,e-business Hosting Agreement,"The Document Name in this agreement is ""e-business Hosting Agreement"".",entity,QuantumGroupIncFl_20090120_8-K_EX-99.2_3672910_EX-99.2_Hosting Agreement.pdf,"[0.5107421875, 0.158203125, 0.1500244140625, 0.1441650390625, 0.11279296875, 0.11279296875, 0.11279296875, 0.11279296875, 0.11279296875, 0.11279296875]",Document Name,808.957576751709,172.99509048461914,982.0029735565186,0,0.0,0.0,0.0,1,0.5,1.0,0.3333333333333333,1,0.5,1.0,0.2,1,0.5,1.0,0.1,,,,0.0,0.8,0.07058823529411765,1.0
What is the Governing Law of this agreement? Answer with the name of a state or country only.,New York,New York,entity,BloomEnergyCorp_20180321_DRSA (on S-1)_EX-10_11240356_EX-10_Maintenance Agreement.pdf,"[0.55810546875, 0.26904296875, 0.216064453125, 0.154541015625, 0.154541015625, 0.154541015625, 0.154541015625, 0.154541015625, 0.154541015625, 0.1422119140625]",Governing Law,934.5724582672119,51.850080490112305,986.4416122436523,1,1.0,1.0,1.0,1,1.0,1.0,0.3333333333333333,1,1.0,1.0,0.2,1,1.0,1.0,0.1,,,,1.0,1.0,0.014388489208633093,1.0
Does this agreement include any 'Affiliate License-Licensee' clause? Answer strictly with 'Yes' or 'No'.,No,No,boolean,CHINARECYCLINGENERGYCORP_11_14_2013-EX-10.6-Cooperation Agreement.PDF,"[0.20556640625, 0.20556640625, 0.20556640625, 0.20556640625, 0.20556640625, 0.20556640625, 0.20556640625, 0.20556640625, 0.20556640625, 0.20556640625]",Affiliate License-Licensee,581.3641548156738,30.118703842163086,611.5186214447021,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
Does this agreement include any 'Volume Restriction' clause? Answer strictly with 'Yes' or 'No'.,No,No,boolean,GSVINC_05_15_1998-EX-10-SPONSORSHIP AGREEMENT.PDF,"[0.19677734375, 0.19677734375, 0.19677734375, 0.19677734375, 0.19677734375, 0.19677734375, 0.19677734375, 0.19677734375, 0.19677734375, 0.19677734375]",Volume Restriction,806.4844608306885,30.385255813598633,836.916446685791,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
Does this agreement include any 'Affiliate License-Licensee' clause? Answer strictly with 'Yes' or 'No'.,No,No,boolean,MusclepharmCorp_20170208_10-KA_EX-10.38_9893581_EX-10.38_Co-Branding Agreement.pdf,"[0.611328125, 0.440673828125, 0.279052734375, 0.2294921875, 0.16455078125, 0.11676025390625, 0.10821533203125, 0.0943603515625, 0.09075927734375, 0.06231689453125]",Affiliate License-Licensee,1242.302417755127,59.39340591430664,1301.7380237579346,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
Does this agreement include any 'License Grant' clause? Answer strictly with 'Yes' or 'No'.,Yes,Yes,boolean,"GSITECHNOLOGYINC_11_16_2009-EX-10.2-INTELLECTUAL PROPERTY AGREEMENT between SONY ELECTRONICS INC. and GSI TECHNOLOGY, INC..PDF","[0.361083984375, 0.3603515625, 0.2281494140625, 0.2281494140625, 0.2281494140625, 0.2281494140625, 0.2281494140625, 0.2281494140625, 0.2281494140625, 0.2281494140625]",License Grant,874.7870922088623,33.92982482910156,908.7765216827393,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
Does this agreement include any 'Price Restrictions' clause? Answer strictly with 'Yes' or 'No'.,No,No,boolean,SUMMAFOURINC_06_19_1998-EX-10.3-SOFTWARE LICENSE AND MAINTENANCE AGREEMENT.PDF,"[0.363037109375, 0.2421875, 0.2108154296875, 0.19189453125, 0.19189453125, 0.19189453125, 0.19189453125, 0.19189453125, 0.1656494140625, 0.162353515625]",Price Restrictions,871.8912601470947,33.255577087402344,905.1885604858398,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
Does this agreement include any 'Source Code Escrow' clause? Answer strictly with 'Yes' or 'No'.,No,No,boolean,LiquidmetalTechnologiesInc_20200205_8-K_EX-10.1_11968198_EX-10.1_Development Agreement.pdf,"[0.435791015625, 0.11920166015625, 0.09271240234375, 0.07342529296875, 0.06512451171875, 0.06231689453125, 0.060638427734375, 0.054595947265625, 0.053009033203125, 0.048492431640625]",Source Code Escrow,936.434268951416,52.22034454345703,988.6796474456787,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
Does this agreement include any 'Anti-Assignment' clause? Answer strictly with 'Yes' or 'No'.,Yes,Yes,boolean,HEALTHGATEDATACORP_11_24_1999-EX-10.1-HOSTING AND MANAGEMENT AGREEMENT (1).pdf,"[0.34326171875, 0.236572265625, 0.193115234375, 0.1361083984375, 0.12890625, 0.11517333984375, 0.09637451171875, 0.07977294921875, 0.07977294921875, 0.07476806640625]",Anti-Assignment,791.4705276489258,50.642967224121094,842.1366214752197,0,0.0,0.0,0.0,1,0.3333333333333333,1.0,0.3333333333333333,1,0.3333333333333333,1.0,0.2,1,0.3333333333333333,1.0,0.1,1.0,1.0,1.0,1.0,0.0,0.0,0.0
Does this agreement include any 'Third Party Beneficiary' clause? Answer strictly with 'Yes' or 'No'.,No,No,boolean,LeadersonlineInc_20000427_S-1A_EX-10.8_4991089_EX-10.8_Co-Branding Agreement.pdf,"[0.171630859375, 0.12420654296875, 0.12420654296875, 0.12420654296875, 0.12420654296875, 0.12420654296875, 0.12420654296875, 0.12420654296875, 0.12420654296875, 0.12420654296875]",Third Party Beneficiary,984.4827651977539,32.529354095458984,1017.0590877532959,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0.14285714285714285,1.0,0.1,1.0,1.0,1.0,1.0,0.0,0.0,0.0
Does this agreement include any 'Third Party Beneficiary' clause? Answer strictly with 'Yes' or 'No'.,No,No,boolean,SMITHELECTRICVEHICLESCORP_04_04_2012-EX-10.26-FLEET MAINTENANCE AGREEMENT.PDF,"[0.1251220703125, 0.1251220703125, 0.1251220703125, 0.1251220703125, 0.1251220703125, 0.1251220703125, 0.1251220703125, 0.1251220703125, 0.1251220703125, 0.1251220703125]",Third Party Beneficiary,908.0462455749512,29.43134307861328,937.5026226043701,1,1.0,1.0,1.0,1,1.0,1.0,0.3333333333333333,1,1.0,1.0,0.2,1,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.0,0.0,0.0
Does this agreement include any 'No-Solicit Of Employees' clause? Answer strictly with 'Yes' or 'No'.,No,No,boolean,Principal Life Insurance Company - Broker Dealer Marketing and Servicing Agreement .PDF,"[0.1451416015625, 0.1451416015625, 0.1451416015625, 0.1451416015625, 0.1451416015625, 0.1451416015625, 0.1451416015625, 0.1451416015625, 0.1451416015625, 0.1451416015625]",No-Solicit Of Employees,667.9913997650146,30.015945434570312,698.0302333831787,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
Does this agreement include any 'Non-Disparagement' clause? Answer strictly with 'Yes' or 'No'.,No,No,boolean,IDREAMSKYTECHNOLOGYLTD_07_03_2014-EX-10.39-Cooperation Agreement on Mobile Game Business.PDF,"[0.611328125, 0.2322998046875, 0.2322998046875, 0.2322998046875, 0.2322998046875, 0.2322998046875, 0.2322998046875, 0.2322998046875, 0.2322998046875, 0.2322998046875]",Non-Disparagement,904.304027557373,31.301259994506836,935.6303215026855,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
Does this agreement include any 'Affiliate License-Licensor' clause? Answer strictly with 'Yes' or 'No'.,No,No,boolean,IGENEBIOTECHNOLOGYINC_05_13_2003-EX-1-JOINT VENTURE AGREEMENT.PDF,"[0.167724609375, 0.167724609375, 0.167724609375, 0.167724609375, 0.167724609375, 0.167724609375, 0.167724609375, 0.167724609375, 0.167724609375, 0.167724609375]",Affiliate License-Licensor,971.1606502532959,29.57916259765625,1000.7848739624023,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0.125,1.0,0.1,1.0,1.0,1.0,1.0,0.0,0.0,0.0
What is the Agreement Date of this agreement? Answer strictly in the format mm/dd/yyyy.,3/1/05,03/01/2005,date,BANGIINC_05_25_2005-EX-10-Premium Managed Hosting Agreement.PDF,"[0.1519775390625, 0.139404296875, 0.0943603515625, 0.09234619140625, 0.09234619140625, 0.09234619140625, 0.09234619140625, 0.09234619140625, 0.09234619140625, 0.09234619140625]",Agreement Date,439.5408630371094,124.68099594116211,564.2545223236084,0,0.0,0.0,0.0,1,0.5,1.0,0.3333333333333333,1,0.5,1.0,0.2,1,0.5,1.0,0.1,,,,0.0,0.6666666666666666,0.28571428571428575,0.3333333333333333
Does this agreement include any 'Most Favored Nation' clause? Answer strictly with 'Yes' or 'No'.,No,No,boolean,BellringBrandsInc_20190920_S-1_EX-10.12_11817081_EX-10.12_Manufacturing Agreement2.pdf,"[0.1883544921875, 0.1883544921875, 0.1883544921875, 0.1883544921875, 0.1883544921875, 0.1883544921875, 0.1883544921875, 0.1883544921875, 0.1883544921875, 0.1883544921875]",Most Favored Nation,538.4073257446289,30.54022789001465,568.9914226531982,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
Does this agreement include any 'Non-Transferable License' clause? Answer strictly with 'Yes' or 'No'.,No,No,boolean,FEDERATEDGOVERNMENTINCOMESECURITIESINC_04_28_2020-EX-99.SERV AGREE-SERVICES AGREEMENT_POWEROF.pdf,"[0.236572265625, 0.236572265625, 0.236572265625, 0.236572265625, 0.236572265625, 0.236572265625, 0.236572265625, 0.236572265625, 0.236572265625, 0.236572265625]",Non-Transferable License,530.6899547576904,28.716087341308594,559.4496726989746,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
Does this agreement include any 'Competitive Restriction Exception' clause? Answer strictly with 'Yes' or 'No'.,Yes,Yes,boolean,RandWorldwideInc_20010402_8-KA_EX-10.2_2102464_EX-10.2_Co-Branding Agreement.pdf,"[0.2186279296875, 0.2095947265625, 0.2095947265625, 0.193115234375, 0.1688232421875, 0.1688232421875, 0.1688232421875, 0.1688232421875, 0.1688232421875, 0.1688232421875]",Competitive Restriction Exception,946.5820789337158,46.659231185913086,993.2708740234375,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
Does this agreement include any 'Minimum Commitment' clause? Answer strictly with 'Yes' or 'No'.,No,No,boolean,DYNAMEXINC_06_06_1996-EX-10.4-TRANSPORTATION SERVICES AGREEMENT.PDF,"[0.2005615234375, 0.2005615234375, 0.2005615234375, 0.2005615234375, 0.2005615234375, 0.2005615234375, 0.2005615234375, 0.2005615234375, 0.2005615234375, 0.2005615234375]",Minimum Commitment,857.6610088348389,29.356002807617188,887.0961666107178,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
"What is the Warranty Duration in this agreement? Answer with a number and unit, such as '3 years' or '12 months'.",No,Answer: Not specified,boolean,ACCELERATEDTECHNOLOGIESHOLDINGCORP_04_24_2003-EX-10.13-JOINT VENTURE AGREEMENT.PDF,"[0.02886962890625, 0.02886962890625, 0.02886962890625, 0.02886962890625, 0.02886962890625, 0.02886962890625, 0.02886962890625, 0.02886962890625, 0.02886962890625, 0.02886962890625]",Warranty Duration,775.7306098937988,64.25166130065918,840.0154113769531,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0.25,1.0,0.2,1,0.25,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Does this agreement include any 'Rofr/Rofo/Rofn' clause? Answer strictly with 'Yes' or 'No'.,No,No,boolean,CCAINDUSTRIESINC_04_14_2014-EX-10.1-OUTSOURCING AGREEMENT.PDF,"[0.2147216796875, 0.172119140625, 0.172119140625, 0.172119140625, 0.172119140625, 0.172119140625, 0.172119140625, 0.172119140625, 0.172119140625, 0.172119140625]",Rofr/Rofo/Rofn,820.5544948577881,30.425310134887695,851.0072231292725,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
Does this agreement include any 'Minimum Commitment' clause? Answer strictly with 'Yes' or 'No'.,No,No,boolean,LiquidmetalTechnologiesInc_20200205_8-K_EX-10.1_11968198_EX-10.1_Development Agreement.pdf,"[0.400634765625, 0.1143798828125, 0.09503173828125, 0.0948486328125, 0.07421875, 0.0726318359375, 0.071044921875, 0.06658935546875, 0.06658935546875, 0.064208984375]",Minimum Commitment,931.077241897583,39.258480072021484,970.3896045684814,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
Does this agreement include any 'Rofr/Rofo/Rofn' clause? Answer strictly with 'Yes' or 'No'.,Yes,No,boolean,MANUFACTURERSSERVICESLTD_06_05_2000-EX-10.14-OUTSOURCING AGREEMENT.PDF,"[0.61328125, 0.3603515625, 0.1766357421875, 0.1766357421875, 0.1766357421875, 0.1766357421875, 0.169921875, 0.1517333984375, 0.1500244140625, 0.138916015625]",Rofr/Rofo/Rofn,975.4467010498047,38.105010986328125,1013.5757923126221,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.006309148264984227,0.0
Does this agreement include any 'Affiliate License-Licensor' clause? Answer strictly with 'Yes' or 'No'.,No,No,boolean,"ADMA BioManufacturing, LLC -  Amendment #3 to Manufacturing Agreement .PDF","[0.1634521484375, 0.1634521484375, 0.1634521484375, 0.1634521484375, 0.1634521484375, 0.1634521484375, 0.1634521484375, 0.1634521484375, 0.1634521484375, 0.1634521484375]",Affiliate License-Licensor,815.0217533111572,28.725862503051758,843.7950611114502,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
Does this agreement include any 'Insurance' clause? Answer strictly with 'Yes' or 'No'.,No,No,boolean,ArmstrongFlooringInc_20190107_8-K_EX-10.2_11471795_EX-10.2_Intellectual Property Agreement.pdf,"[0.454345703125, 0.2017822265625, 0.2017822265625, 0.2001953125, 0.195556640625, 0.195556640625, 0.195556640625, 0.195556640625, 0.195556640625, 0.195556640625]",Insurance,897.8922367095947,49.42464828491211,947.3521709442139,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0.2,1.0,0.2,1,0.2,1.0,0.1,1.0,1.0,1.0,1.0,0.0,0.0,0.0
Does this agreement include any 'Post-Termination Services' clause? Answer strictly with 'Yes' or 'No'.,No,No,boolean,"BLUEHILLSBANCORP,INC_05_20_2014-EX-1.1-AGENCY AGREEMENT.PDF","[0.20556640625, 0.20556640625, 0.20556640625, 0.20556640625, 0.20556640625, 0.20556640625, 0.20556640625, 0.20556640625, 0.20556640625, 0.20556640625]",Post-Termination Services,846.6019630432129,28.926610946655273,875.5521774291992,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0.1111111111111111,1.0,0.1,1.0,1.0,1.0,1.0,0.0,0.0,0.0
Does this agreement include any 'Third Party Beneficiary' clause? Answer strictly with 'Yes' or 'No'.,No,No,boolean,BANUESTRAFINANCIALCORP_09_08_2006-EX-10.16-AGENCY AGREEMENT.PDF,"[0.12335205078125, 0.12335205078125, 0.12335205078125, 0.12335205078125, 0.12335205078125, 0.12335205078125, 0.12335205078125, 0.12335205078125, 0.12335205078125, 0.12335205078125]",Third Party Beneficiary,762.458324432373,27.420997619628906,789.8991107940674,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0.14285714285714285,1.0,0.1,1.0,1.0,1.0,1.0,0.0,0.0,0.0
Does this agreement include any 'Third Party Beneficiary' clause? Answer strictly with 'Yes' or 'No'.,No,No,boolean,"BELLICUMPHARMACEUTICALS,INC_05_07_2019-EX-10.1-Supply Agreement.PDF","[0.3583984375, 0.30078125, 0.24169921875, 0.2049560546875, 0.1973876953125, 0.1866455078125, 0.1597900390625, 0.08660888671875, 0.076416015625, 0.058349609375]",Third Party Beneficiary,980.0498485565186,58.0751895904541,1038.1505489349365,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0029411764705882353,1.0
Does this agreement include any 'Unlimited/All-You-Can-Eat-License' clause? Answer strictly with 'Yes' or 'No'.,No,No,boolean,ORBSATCORP_08_17_2007-EX-7.3-STRATEGIC ALLIANCE AGREEMENT.PDF,"[0.184814453125, 0.184814453125, 0.184814453125, 0.184814453125, 0.184814453125, 0.184814453125, 0.184814453125, 0.184814453125, 0.184814453125, 0.184814453125]",Unlimited/All-You-Can-Eat-License,697.9479789733887,28.859376907348633,726.8481254577637,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
"What is the Warranty Duration in this agreement? Answer with a number and unit, such as '3 years' or '12 months'.",No,Answer: Not specified,boolean,NmfSlfIInc_20200115_10-12GA_EX-10.5_11946987_EX-10.5_Trademark License Agreement.pdf,"[0.0289764404296875, 0.0289764404296875, 0.0289764404296875, 0.0289764404296875, 0.0289764404296875, 0.0289764404296875, 0.0289764404296875, 0.0289764404296875, 0.0289764404296875, 0.0289764404296875]",Warranty Duration,754.176139831543,60.5463981628418,814.7485256195068,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0.2,1.0,0.2,1,0.2,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Does this agreement include any 'Price Restrictions' clause? Answer strictly with 'Yes' or 'No'.,No,No,boolean,LOOKSMARTLTD_07_20_2012-EX-99.(D)(I)-SPONSORSHIP AGREEMENT.PDF,"[0.1943359375, 0.1943359375, 0.1943359375, 0.1943359375, 0.1943359375, 0.1943359375, 0.1943359375, 0.1943359375, 0.1943359375, 0.1943359375]",Price Restrictions,786.7636680603027,29.337644577026367,816.1284923553467,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
"What is the Renewal Term in this agreement? Answer with a number and unit, such as '3 years' or '12 months'.",sucessive 1 year,1 year,duration,SECURIANFUNDSTRUST_05_01_2012-EX-99.28.H.9-NET INVESTMENT INCOME MAINTENANCE AGREEMENT.PDF,"[0.0994873046875, 0.05419921875, 0.05419921875, 0.05419921875, 0.05419921875, 0.05419921875, 0.05419921875, 0.05419921875, 0.05419921875, 0.05419921875]",Renewal Term,735.776424407959,44.022321701049805,779.848575592041,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,,,,0.0,0.5,0.02469135802469136,0.3333333333333333
Does this agreement include any 'Irrevocable Or Perpetual License' clause? Answer strictly with 'Yes' or 'No'.,No,No,boolean,PROLONGINTERNATIONALCORP_03_23_1998-EX-10.16-SPONSORSHIP AGREEMENT.PDF,"[0.1561279296875, 0.1561279296875, 0.1561279296875, 0.1561279296875, 0.1561279296875, 0.1561279296875, 0.1561279296875, 0.1561279296875, 0.1561279296875, 0.1561279296875]",Irrevocable Or Perpetual License,727.5502681732178,29.58536148071289,757.1909427642822,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
Does this agreement include any 'Non-Transferable License' clause? Answer strictly with 'Yes' or 'No'.,Yes,No,boolean,TRICITYBANKSHARESCORP_05_15_1998-EX-10-OUTSOURCING AGREEMENT.PDF,"[0.24072265625, 0.24072265625, 0.24072265625, 0.24072265625, 0.24072265625, 0.24072265625, 0.24072265625, 0.24072265625, 0.24072265625, 0.24072265625]",Non-Transferable License,980.888843536377,28.578519821166992,1009.5112323760986,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
