query,gold_answer,pred_answer,answer_type,file_name,clause_type,retrieval_time_ms,generation_time_ms,total_time_ms,hit@1,mrr@1,recall@1,precision@1,hit@3,mrr@3,recall@3,precision@3,hit@5,mrr@5,recall@5,precision@5,hit@10,mrr@10,recall@10,precision@10,f1,precision,recall,exact_match,simple_context_coverage,simple_answer_context_overlap,simple_ground_truth_coverage
Does this agreement include any 'Anti-Assignment' clause? Answer strictly with 'Yes' or 'No'.,Yes,No,boolean,HEALTHGATEDATACORP_11_24_1999-EX-10.1-HOSTING AND MANAGEMENT AGREEMENT (1).pdf,Anti-Assignment,96.66967391967773,28.67293357849121,125.36311149597168,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Does this agreement include any 'Third Party Beneficiary' clause? Answer strictly with 'Yes' or 'No'.,No,No,boolean,LeadersonlineInc_20000427_S-1A_EX-10.8_4991089_EX-10.8_Co-Branding Agreement.pdf,Third Party Beneficiary,99.08318519592285,32.225847244262695,131.35170936584473,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
Does this agreement include any 'Third Party Beneficiary' clause? Answer strictly with 'Yes' or 'No'.,No,No,boolean,SMITHELECTRICVEHICLESCORP_04_04_2012-EX-10.26-FLEET MAINTENANCE AGREEMENT.PDF,Third Party Beneficiary,98.85501861572266,30.547142028808594,129.44507598876953,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
Does this agreement include any 'No-Solicit Of Employees' clause? Answer strictly with 'Yes' or 'No'.,No,No,boolean,Principal Life Insurance Company - Broker Dealer Marketing and Servicing Agreement .PDF,No-Solicit Of Employees,100.21328926086426,31.966209411621094,132.2486400604248,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
Does this agreement include any 'Non-Disparagement' clause? Answer strictly with 'Yes' or 'No'.,No,No,boolean,IDREAMSKYTECHNOLOGYLTD_07_03_2014-EX-10.39-Cooperation Agreement on Mobile Game Business.PDF,Non-Disparagement,92.60153770446777,37.84942626953125,130.49554824829102,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
Does this agreement include any 'Affiliate License-Licensor' clause? Answer strictly with 'Yes' or 'No'.,No,No,boolean,IGENEBIOTECHNOLOGYINC_05_13_2003-EX-1-JOINT VENTURE AGREEMENT.PDF,Affiliate License-Licensor,95.13211250305176,37.54615783691406,132.69948959350586,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.008695652173913044,1.0
What is the Agreement Date of this agreement? Answer strictly in the format mm/dd/yyyy.,3/1/05,03/01/2005,date,BANGIINC_05_25_2005-EX-10-Premium Managed Hosting Agreement.PDF,Agreement Date,99.94220733642578,125.32830238342285,225.29077529907227,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0.16666666666666666,1.0,0.1,,,,0.0,1.0,0.15,0.6666666666666666
Does this agreement include any 'Most Favored Nation' clause? Answer strictly with 'Yes' or 'No'.,No,No,boolean,BellringBrandsInc_20190920_S-1_EX-10.12_11817081_EX-10.12_Manufacturing Agreement2.pdf,Most Favored Nation,94.21682357788086,30.14993667602539,124.3894100189209,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.03571428571428572,1.0
Does this agreement include any 'Non-Transferable License' clause? Answer strictly with 'Yes' or 'No'.,No,No,boolean,FEDERATEDGOVERNMENTINCOMESECURITIESINC_04_28_2020-EX-99.SERV AGREE-SERVICES AGREEMENT_POWEROF.pdf,Non-Transferable License,92.72170066833496,31.85296058654785,124.61614608764648,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.015267175572519085,1.0
Does this agreement include any 'Competitive Restriction Exception' clause? Answer strictly with 'Yes' or 'No'.,Yes,Yes,boolean,RandWorldwideInc_20010402_8-KA_EX-10.2_2102464_EX-10.2_Co-Branding Agreement.pdf,Competitive Restriction Exception,99.90215301513672,40.28177261352539,140.20514488220215,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0.125,1.0,0.1,1.0,1.0,1.0,1.0,0.0,0.0,0.0
Does this agreement include any 'Minimum Commitment' clause? Answer strictly with 'Yes' or 'No'.,No,No,boolean,DYNAMEXINC_06_06_1996-EX-10.4-TRANSPORTATION SERVICES AGREEMENT.PDF,Minimum Commitment,91.80474281311035,29.123544692993164,120.95046043395996,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
"What is the Warranty Duration in this agreement? Answer with a number and unit, such as '3 years' or '12 months'.",No,Answer: The Warranty Duration is not specified in the provided contract clauses.,boolean,ACCELERATEDTECHNOLOGIESHOLDINGCORP_04_24_2003-EX-10.13-JOINT VENTURE AGREEMENT.PDF,Warranty Duration,113.11602592468262,166.84222221374512,280.0028324127197,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.08888888888888888,0.0
Does this agreement include any 'Rofr/Rofo/Rofn' clause? Answer strictly with 'Yes' or 'No'.,No,No,boolean,CCAINDUSTRIESINC_04_14_2014-EX-10.1-OUTSOURCING AGREEMENT.PDF,Rofr/Rofo/Rofn,95.47209739685059,43.89357566833496,139.40930366516113,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
Does this agreement include any 'Minimum Commitment' clause? Answer strictly with 'Yes' or 'No'.,No,No,boolean,LiquidmetalTechnologiesInc_20200205_8-K_EX-10.1_11968198_EX-10.1_Development Agreement.pdf,Minimum Commitment,93.13440322875977,43.88999938964844,137.04442977905273,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
Does this agreement include any 'Rofr/Rofo/Rofn' clause? Answer strictly with 'Yes' or 'No'.,Yes,No,boolean,MANUFACTURERSSERVICESLTD_06_05_2000-EX-10.14-OUTSOURCING AGREEMENT.PDF,Rofr/Rofo/Rofn,93.76287460327148,30.695676803588867,124.49240684509277,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Does this agreement include any 'Affiliate License-Licensor' clause? Answer strictly with 'Yes' or 'No'.,No,No,boolean,"ADMA BioManufacturing, LLC -  Amendment #3 to Manufacturing Agreement .PDF",Affiliate License-Licensor,97.18704223632812,33.905744552612305,131.11281394958496,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
Does this agreement include any 'Insurance' clause? Answer strictly with 'Yes' or 'No'.,No,No,boolean,ArmstrongFlooringInc_20190107_8-K_EX-10.2_11471795_EX-10.2_Intellectual Property Agreement.pdf,Insurance,90.11387825012207,36.36741638183594,126.52373313903809,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
Does this agreement include any 'Post-Termination Services' clause? Answer strictly with 'Yes' or 'No'.,No,No,boolean,"BLUEHILLSBANCORP,INC_05_20_2014-EX-1.1-AGENCY AGREEMENT.PDF",Post-Termination Services,95.33071517944336,31.667709350585938,127.04229354858398,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0.2,1.0,0.2,1,0.2,1.0,0.1,1.0,1.0,1.0,1.0,0.0,0.0,0.0
Does this agreement include any 'Third Party Beneficiary' clause? Answer strictly with 'Yes' or 'No'.,No,No,boolean,BANUESTRAFINANCIALCORP_09_08_2006-EX-10.16-AGENCY AGREEMENT.PDF,Third Party Beneficiary,100.63362121582031,32.35650062561035,133.01539421081543,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
Does this agreement include any 'Third Party Beneficiary' clause? Answer strictly with 'Yes' or 'No'.,No,No,boolean,"BELLICUMPHARMACEUTICALS,INC_05_07_2019-EX-10.1-Supply Agreement.PDF",Third Party Beneficiary,101.50551795959473,31.047582626342773,132.57551193237305,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
Does this agreement include any 'Unlimited/All-You-Can-Eat-License' clause? Answer strictly with 'Yes' or 'No'.,No,No,boolean,ORBSATCORP_08_17_2007-EX-7.3-STRATEGIC ALLIANCE AGREEMENT.PDF,Unlimited/All-You-Can-Eat-License,105.1032543182373,42.72294044494629,147.87030220031738,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
"What is the Warranty Duration in this agreement? Answer with a number and unit, such as '3 years' or '12 months'.",No,24 months,boolean,NmfSlfIInc_20200115_10-12GA_EX-10.5_11946987_EX-10.5_Trademark License Agreement.pdf,Warranty Duration,115.90003967285156,66.08963012695312,182.01208114624023,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.009732360097323601,1.0
Does this agreement include any 'Price Restrictions' clause? Answer strictly with 'Yes' or 'No'.,No,No,boolean,LOOKSMARTLTD_07_20_2012-EX-99.(D)(I)-SPONSORSHIP AGREEMENT.PDF,Price Restrictions,91.64905548095703,35.967111587524414,127.63643264770508,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
"What is the Renewal Term in this agreement? Answer with a number and unit, such as '3 years' or '12 months'.",sucessive 1 year,"The Renewal Term cannot be determined from the provided contract clauses, as no information about a renewal term is given. Answer: unknown",duration,SECURIANFUNDSTRUST_05_01_2012-EX-99.28.H.9-NET INVESTMENT INCOME MAINTENANCE AGREEMENT.PDF,Renewal Term,113.81983757019043,295.9887981414795,409.8484516143799,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.3333333333333333
Does this agreement include any 'Irrevocable Or Perpetual License' clause? Answer strictly with 'Yes' or 'No'.,No,No,boolean,PROLONGINTERNATIONALCORP_03_23_1998-EX-10.16-SPONSORSHIP AGREEMENT.PDF,Irrevocable Or Perpetual License,99.53951835632324,29.665470123291016,129.23192977905273,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
Does this agreement include any 'Non-Transferable License' clause? Answer strictly with 'Yes' or 'No'.,Yes,No,boolean,TRICITYBANKSHARESCORP_05_15_1998-EX-10-OUTSOURCING AGREEMENT.PDF,Non-Transferable License,94.98214721679688,42.41156578063965,137.41302490234375,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Does this agreement include any 'Rofr/Rofo/Rofn' clause? Answer strictly with 'Yes' or 'No'.,No,No,boolean,"ADIANUTRITION,INC_04_01_2005-EX-10.D2-RESELLER AGREEMENT.PDF",Rofr/Rofo/Rofn,95.41773796081543,40.331125259399414,135.77556610107422,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.005813953488372092,1.0
Does this agreement include any 'Third Party Beneficiary' clause? Answer strictly with 'Yes' or 'No'.,No,No,boolean,ThriventVariableInsuranceAccountB_20190701_N-6_EX-99.D(IV)_11720968_EX-99.D(IV)_Endorsement Agreement.pdf,Third Party Beneficiary,93.70708465576172,29.715299606323242,123.47173690795898,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
Does this agreement include any 'Affiliate License-Licensee' clause? Answer strictly with 'Yes' or 'No'.,No,No,boolean,"Magenta Therapeutics, Inc. - Master Development and Manufacturing Agreement.PDF",Affiliate License-Licensee,95.82352638244629,40.51947593688965,136.38591766357422,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
Does this agreement include any 'Liquidated Damages' clause? Answer strictly with 'Yes' or 'No'.,No,No,boolean,EtonPharmaceuticalsInc_20191114_10-Q_EX-10.1_11893941_EX-10.1_Development Agreement.pdf,Liquidated Damages,89.74790573120117,41.0916805267334,130.8596134185791,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
Does this agreement include any 'No-Solicit Of Customers' clause? Answer strictly with 'Yes' or 'No'.,No,No,boolean,BEYONDCOMCORP_08_03_2000-EX-10.2-CO-HOSTING AGREEMENT.PDF,No-Solicit Of Customers,97.48625755310059,30.86376190185547,128.3714771270752,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
Does this agreement include any 'Competitive Restriction Exception' clause? Answer strictly with 'Yes' or 'No'.,Yes,No,boolean,PhasebioPharmaceuticalsInc_20200330_10-K_EX-10.21_12086810_EX-10.21_Development Agreement.pdf,Competitive Restriction Exception,99.22933578491211,37.198543548583984,136.46912574768066,1,1.0,1.0,1.0,1,1.0,1.0,0.3333333333333333,1,1.0,1.0,0.2,1,1.0,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Does this agreement include any 'Post-Termination Services' clause? Answer strictly with 'Yes' or 'No'.,No,No,boolean,"ELFBEAUTY,INC_07_02_2020-EX-10.1-COOPERATION AGREEMENT.PDF",Post-Termination Services,95.0014591217041,42.319536209106445,137.36486434936523,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.009478672985781991,1.0
Does this agreement include any 'Liquidated Damages' clause? Answer strictly with 'Yes' or 'No'.,Yes,No,boolean,SUMMAFOURINC_06_19_1998-EX-10.3-SOFTWARE LICENSE AND MAINTENANCE AGREEMENT.PDF,Liquidated Damages,93.62268447875977,31.825780868530273,125.47039985656738,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0.14285714285714285,1.0,0.1,0.0,0.0,0.0,0.0,1.0,0.008032128514056224,0.0
What is the Agreement Date of this agreement? Answer strictly in the format mm/dd/yyyy.,3/31/01,Answer: Not specified,date,TELKOMSALTD_01_30_2003-EX-10-LICENCE AND MAINTENANCE AGREEMENT.PDF,Agreement Date,101.26924514770508,62.13665008544922,163.44952583312988,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0
Who are the parties to this agreement? List the entity or individual names separated by semicolons.,"NLS-1 Pharma AG (""Licensor"" or ""NLS""); Eurofarma Laboratorios S.A. (""Licensee"" or ""Eurofarma"")(""Party"" collectively the ""Parties"")",NLS-1 Pharma AG; Eurofarma Laboratórios S.A.,list,NlsPharmaceuticsLtd_20200228_F-1_EX-10.14_12029046_EX-10.14_Development Agreement.pdf,Parties,99.8380184173584,196.6230869293213,296.5044975280762,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0.2,1.0,0.2,1,0.2,1.0,0.1,0.5384615384615385,0.875,0.3888888888888889,0.0,1.0,0.04597701149425288,0.8666666666666667
Does this agreement include any 'Minimum Commitment' clause? Answer strictly with 'Yes' or 'No'.,No,No,boolean,"HC2HOLDINGS,INC_05_14_2020-EX-10.1-COOPERATION AGREEMENT.PDF",Minimum Commitment,87.77642250061035,41.07403755187988,128.89552116394043,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.010695187165775402,1.0
What is the Expiration Date of this agreement? Answer strictly in the format mm/dd/yyyy.,perpetual,"The contract does not specify an expiration date. The only date mentioned is August 26, 2014, which is the date of the agreement, not the expiration date.",date,"MetLife, Inc. - Remarketing Agreement.PDF",Expiration Date,98.88625144958496,423.28691482543945,522.1993923187256,1,1.0,1.0,1.0,1,1.0,1.0,0.3333333333333333,1,1.0,1.0,0.2,1,1.0,1.0,0.1,,,,0.0,0.47058823529411764,0.11009174311926606,0.0
Does this agreement include any 'Affiliate License-Licensee' clause? Answer strictly with 'Yes' or 'No'.,No,No,boolean,CENTRACKINTERNATIONALINC_10_29_1999-EX-10.3-WEB SITE HOSTING AGREEMENT.PDF,Affiliate License-Licensee,107.47981071472168,41.89562797546387,149.40857887268066,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0.1111111111111111,1.0,0.1,1.0,1.0,1.0,1.0,0.0,0.0,0.0
Does this agreement include any 'Affiliate License-Licensee' clause? Answer strictly with 'Yes' or 'No'.,Yes,No,boolean,"BERKELEYLIGHTS,INC_06_26_2020-EX-10.12-COLLABORATION AGREEMENT.PDF",Affiliate License-Licensee,95.94464302062988,32.54508972167969,128.5114288330078,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.03773584905660378,0.0
